,wrapperType,artistId,collectionId,artistName,collectionName,collectionCensoredName,artistViewUrl,collectionViewUrl,artworkUrl60,artworkUrl100,collectionPrice,collectionExplicitness,trackCount,country,currency,releaseDate,primaryGenreName,previewUrl,description,kind,trackId,trackName,trackCensoredName,trackViewUrl,artworkUrl30,trackPrice,trackExplicitness,discCount,discNumber,trackNumber,trackTimeMillis,isStreamable,contentAdvisoryRating,amgArtistId,copyright
24,track,136975,1441133100,The Beatles,The Beatles 1967-1970 (The Blue Album),The Beatles 1967-1970 (The Blue Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/i-am-the-walrus/1441133100?i=1441133272&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/100x100bb.jpg,19.99,notExplicit,14,USA,USD,1967-11-24T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/4e/73/2b/4e732b88-244b-83ba-7f9f-0e61ab51eb32/mzaf_2149187434989525995.plus.aac.p.m4a,,song,1441133272.0,I Am the Walrus,I Am the Walrus,https://music.apple.com/us/album/i-am-the-walrus/1441133100?i=1441133272&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,1.0,8.0,275680.0,True,,,
25,track,27068619,390798460,Shy Child,Liquid Love,Liquid Love,https://music.apple.com/us/artist/shy-child/27068619?uo=4,https://music.apple.com/us/album/the-beatles/390798460?i=390798510&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music/94/e7/6a/mzi.iwoudban.tif/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music/94/e7/6a/mzi.iwoudban.tif/100x100bb.jpg,6.99,notExplicit,11,USA,USD,2010-03-15T12:00:00Z,Dance,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/a8/41/60/a841604e-ae62-6ab3-c818-90af7bd1fde5/mzaf_7049348694798606016.plus.aac.p.m4a,,song,390798510.0,The Beatles,The Beatles,https://music.apple.com/us/album/the-beatles/390798460?i=390798510&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music/94/e7/6a/mzi.iwoudban.tif/30x30bb.jpg,0.99,notExplicit,1.0,1.0,5.0,264200.0,True,,,
26,track,136975,1441133180,The Beatles,The Beatles (The White Album),The Beatles (The White Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/happiness-is-a-warm-gun/1441133180?i=1441133681&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/100x100bb.jpg,19.99,notExplicit,17,USA,USD,1968-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/15/e6/ee/15e6eec1-f108-e81c-23b5-266c678a584e/mzaf_9789711783485346692.plus.aac.p.m4a,,song,1441133681.0,Happiness Is a Warm Gun,Happiness Is a Warm Gun,https://music.apple.com/us/album/happiness-is-a-warm-gun/1441133180?i=1441133681&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/30x30bb.jpg,1.29,notExplicit,3.0,1.0,8.0,164547.0,True,,,
27,track,136975,1441133100,The Beatles,The Beatles 1967-1970 (The Blue Album),The Beatles 1967-1970 (The Blue Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/across-the-universe/1441133100?i=1441133506&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/100x100bb.jpg,19.99,notExplicit,14,USA,USD,1969-12-12T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/42/69/f6/4269f6aa-d0dc-820a-3f43-e92fd33b7f69/mzaf_13191744529576063718.plus.aac.p.m4a,,song,1441133506.0,Across the Universe,Across the Universe,https://music.apple.com/us/album/across-the-universe/1441133100?i=1441133506&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,2.0,13.0,229787.0,True,,,
28,track,136975,1441132965,The Beatles,The Beatles 1962-1966 (The Red Album),The Beatles 1962-1966 (The Red Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/i-want-to-hold-your-hand/1441132965?i=1441133348&uo=4,https://is5-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/60x60bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/100x100bb.jpg,19.99,notExplicit,13,USA,USD,1963-11-29T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/f0/2c/7a/f02c7a64-249a-6eb7-1976-c5ba58cc1a6c/mzaf_12259718484293318896.plus.aac.p.m4a,,song,1441133348.0,I Want to Hold Your Hand,I Want to Hold Your Hand,https://music.apple.com/us/album/i-want-to-hold-your-hand/1441132965?i=1441133348&uo=4,https://is5-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,1.0,5.0,146720.0,True,,,
29,track,136975,1441133100,The Beatles,The Beatles 1967-1970 (The Blue Album),The Beatles 1967-1970 (The Blue Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/hello-goodbye/1441133100?i=1441133273&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/100x100bb.jpg,19.99,notExplicit,14,USA,USD,1967-11-24T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/d8/11/68/d81168ac-2524-224e-bd11-987d29358cb5/mzaf_15084375878962786226.plus.aac.p.m4a,,song,1441133273.0,"Hello, Goodbye","Hello, Goodbye",https://music.apple.com/us/album/hello-goodbye/1441133100?i=1441133273&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,1.0,9.0,209893.0,True,,,
30,track,829356035,1440842514,Rae Sremmurd,SremmLife 2 (Deluxe),SremmLife 2 (Deluxe),https://music.apple.com/us/artist/rae-sremmurd/829356035?uo=4,https://music.apple.com/us/album/black-beatles-feat-gucci-mane/1440842514?i=1440842851&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music112/v4/22/fa/68/22fa68f2-4269-4f9d-5cda-9eca2071f0db/16UMGIM21219.rgb.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music112/v4/22/fa/68/22fa68f2-4269-4f9d-5cda-9eca2071f0db/16UMGIM21219.rgb.jpg/100x100bb.jpg,11.99,cleaned,14,USA,USD,2016-08-12T12:00:00Z,Hip-Hop/Rap,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/41/da/df/41dadf48-a1e3-35ce-35b0-b3182d3fd8b2/mzaf_2973862477924332794.plus.aac.p.m4a,,song,1440842851.0,Black Beatles (feat. Gucci Mane),Black Beatles (feat. Gucci Mane),https://music.apple.com/us/album/black-beatles-feat-gucci-mane/1440842514?i=1440842851&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music112/v4/22/fa/68/22fa68f2-4269-4f9d-5cda-9eca2071f0db/16UMGIM21219.rgb.jpg/30x30bb.jpg,1.29,cleaned,1.0,1.0,5.0,291890.0,True,Clean,,
31,track,136975,1441133180,The Beatles,The Beatles (The White Album),The Beatles (The White Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/julia/1441133180?i=1441133915&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/100x100bb.jpg,19.99,notExplicit,17,USA,USD,1968-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/af/b1/a6/afb1a6db-9fbf-849b-8429-ad6bb92e92de/mzaf_14380737951102381133.plus.aac.p.m4a,,song,1441133915.0,Julia,Julia,https://music.apple.com/us/album/julia/1441133180?i=1441133915&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/30x30bb.jpg,1.29,notExplicit,3.0,1.0,17.0,174672.0,True,,,
32,track,136975,1441133100,The Beatles,The Beatles 1967-1970 (The Blue Album),The Beatles 1967-1970 (The Blue Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/with-a-little-help-from-my-friends/1441133100?i=1441133267&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/100x100bb.jpg,19.99,notExplicit,14,USA,USD,1967-06-01T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/f5/56/ed/f556ed51-1752-b1a1-7285-ddc41a26825d/mzaf_12379064960286766544.plus.aac.p.m4a,,song,1441133267.0,With a Little Help From My Friends,With a Little Help From My Friends,https://music.apple.com/us/album/with-a-little-help-from-my-friends/1441133100?i=1441133267&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,1.0,4.0,164187.0,True,,,
33,track,136975,1474815798,The Beatles,Abbey Road (2019 Mix),Abbey Road (2019 Mix),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/come-together-2019-mix/1474815798?i=1474815799&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music114/v4/f6/db/94/f6db94bd-35f8-2806-6459-dee4fbd85c68/19UMGIM68354.rgb.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music114/v4/f6/db/94/f6db94bd-35f8-2806-6459-dee4fbd85c68/19UMGIM68354.rgb.jpg/100x100bb.jpg,12.99,notExplicit,17,USA,USD,2019-09-20T07:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/e1/9a/1e/e19a1ef0-94b3-7aae-e7e8-f24f5bc33f72/mzaf_3071541922542051963.plus.aac.p.m4a,,song,1474815799.0,Come Together,Come Together (2019 Mix),https://music.apple.com/us/album/come-together-2019-mix/1474815798?i=1474815799&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music114/v4/f6/db/94/f6db94bd-35f8-2806-6459-dee4fbd85c68/19UMGIM68354.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,1.0,260200.0,True,,,
34,track,136975,1441133180,The Beatles,The Beatles (The White Album),The Beatles (The White Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/revolution-1/1441133180?i=1441134376&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/100x100bb.jpg,19.99,notExplicit,13,USA,USD,1968-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/bc/70/d3/bc70d39d-60f9-8957-fa1b-820c6e268584/mzaf_6152385202399959333.plus.aac.p.m4a,,song,1441134376.0,Revolution 1,Revolution 1,https://music.apple.com/us/album/revolution-1/1441133180?i=1441134376&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/30x30bb.jpg,1.29,notExplicit,3.0,2.0,8.0,255707.0,True,,,
35,track,136975,1441133100,The Beatles,The Beatles 1967-1970 (The Blue Album),The Beatles 1967-1970 (The Blue Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/lucy-in-the-sky-with-diamonds/1441133100?i=1441133268&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/100x100bb.jpg,19.99,notExplicit,14,USA,USD,1967-06-01T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/79/d3/84/79d38477-b744-c495-f165-7631d50f4c39/mzaf_5756539823313754456.plus.aac.p.m4a,,song,1441133268.0,Lucy In the Sky with Diamonds,Lucy In the Sky with Diamonds,https://music.apple.com/us/album/lucy-in-the-sky-with-diamonds/1441133100?i=1441133268&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,1.0,5.0,209667.0,True,,,
36,track,136975,1582219768,The Beatles,Let It Be (2021 Mix),Let It Be (2021 Mix),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/let-it-be-2021-mix/1582219768?i=1582223667&uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/c8/6d/05/c86d05fa-8056-9b42-3483-0e9e474da327/21UMGIM61111.rgb.jpg/60x60bb.jpg,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/c8/6d/05/c86d05fa-8056-9b42-3483-0e9e474da327/21UMGIM61111.rgb.jpg/100x100bb.jpg,12.99,notExplicit,12,USA,USD,2021-08-28T07:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/ac/c7/d1/acc7d13f-6634-495f-caf6-491eccb505e8/mzaf_4002676889906514534.plus.aac.p.m4a,,song,1582223667.0,Let It Be,Let It Be (2021 Mix),https://music.apple.com/us/album/let-it-be-2021-mix/1582219768?i=1582223667&uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/c8/6d/05/c86d05fa-8056-9b42-3483-0e9e474da327/21UMGIM61111.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,6.0,243173.0,True,,,
37,track,136975,1441133180,The Beatles,The Beatles (The White Album),The Beatles (The White Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/mother-natures-son/1441133180?i=1441134096&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/100x100bb.jpg,19.99,notExplicit,13,USA,USD,1968-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/76/fe/ab/76feabca-f20b-01a5-8010-e2bed8f89e2e/mzaf_317297301474140551.plus.aac.p.m4a,,song,1441134096.0,Mother Nature's Son,Mother Nature's Son,https://music.apple.com/us/album/mother-natures-son/1441133180?i=1441134096&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/30x30bb.jpg,1.29,notExplicit,3.0,2.0,3.0,168027.0,True,,,
38,track,136975,1441133180,The Beatles,The Beatles (The White Album),The Beatles (The White Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/im-so-tired/1441133180?i=1441133702&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/100x100bb.jpg,19.99,notExplicit,17,USA,USD,1968-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/51/01/5f/51015f55-d5bb-c94e-0a05-acf3fedf9318/mzaf_6063975442138047837.plus.aac.p.m4a,,song,1441133702.0,I'm So Tired,I'm So Tired,https://music.apple.com/us/album/im-so-tired/1441133180?i=1441133702&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/30x30bb.jpg,1.29,notExplicit,3.0,1.0,10.0,123493.0,True,,,
39,track,136975,1441133180,The Beatles,The Beatles (The White Album),The Beatles (The White Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/martha-my-dear/1441133180?i=1441133690&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/100x100bb.jpg,19.99,notExplicit,17,USA,USD,1968-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/61/bd/35/61bd35fa-c4fa-9dc1-99cc-028e55d45cee/mzaf_3204957169827302601.plus.aac.p.m4a,,song,1441133690.0,Martha My Dear,Martha My Dear,https://music.apple.com/us/album/martha-my-dear/1441133180?i=1441133690&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/30x30bb.jpg,1.29,notExplicit,3.0,1.0,9.0,148573.0,True,,,
40,track,136975,1441133180,The Beatles,The Beatles (The White Album),The Beatles (The White Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/glass-onion/1441133180?i=1441133436&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/100x100bb.jpg,19.99,notExplicit,17,USA,USD,1968-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/49/09/d4/4909d493-2f18-58cd-4745-97aef5d43de4/mzaf_11905904210435959857.plus.aac.p.m4a,,song,1441133436.0,Glass Onion,Glass Onion,https://music.apple.com/us/album/glass-onion/1441133180?i=1441133436&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/30x30bb.jpg,1.29,notExplicit,3.0,1.0,3.0,137840.0,True,,,
41,track,4416594,1440853752,John Lennon,Imagine,Imagine,https://music.apple.com/us/artist/john-lennon/4416594?uo=4,https://music.apple.com/us/album/imagine/1440853752?i=1440853776&uo=4,https://is5-ssl.mzstatic.com/image/thumb/Music126/v4/21/e3/b0/21e3b048-c917-92c4-bd7d-ace44797b388/13UABIM52808.rgb.jpg/60x60bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music126/v4/21/e3/b0/21e3b048-c917-92c4-bd7d-ace44797b388/13UABIM52808.rgb.jpg/100x100bb.jpg,9.99,notExplicit,10,USA,USD,1971-09-09T12:00:00Z,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/75/ed/4b/75ed4b2b-30bd-b61f-ea6d-3173745be5ca/mzaf_5349135923374059066.plus.aac.p.m4a,,song,1440853776.0,Imagine,Imagine,https://music.apple.com/us/album/imagine/1440853752?i=1440853776&uo=4,https://is5-ssl.mzstatic.com/image/thumb/Music126/v4/21/e3/b0/21e3b048-c917-92c4-bd7d-ace44797b388/13UABIM52808.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,1.0,186853.0,True,,,
42,track,136975,1441133180,The Beatles,The Beatles (The White Album),The Beatles (The White Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/why-dont-we-do-it-in-the-road/1441133180?i=1441133902&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/100x100bb.jpg,19.99,notExplicit,17,USA,USD,1968-11-22T12:00:00Z,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/3e/52/fd/3e52fdbd-f190-826f-f826-3c8765843a15/mzaf_8598324598359201603.plus.aac.p.m4a,,song,1441133902.0,Why Don't We Do It In the Road?,Why Don't We Do It In the Road?,https://music.apple.com/us/album/why-dont-we-do-it-in-the-road/1441133180?i=1441133902&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/30x30bb.jpg,1.29,notExplicit,3.0,1.0,15.0,101160.0,True,,,
43,track,136975,1441133100,The Beatles,The Beatles 1967-1970 (The Blue Album),The Beatles 1967-1970 (The Blue Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/let-it-be/1441133100?i=1441133505&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/100x100bb.jpg,19.99,notExplicit,14,USA,USD,1970-03-06T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/68/43/df/6843df57-c882-fc6d-e98e-208aa6aba4d8/mzaf_14469217348904124446.plus.aac.p.m4a,,song,1441133505.0,Let It Be,Let It Be,https://music.apple.com/us/album/let-it-be/1441133100?i=1441133505&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,2.0,12.0,232373.0,True,,,
44,track,136975,1441133180,The Beatles,The Beatles (The White Album),The Beatles (The White Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/music-video/the-beatles-documentary/1441134703?uo=4,https://is5-ssl.mzstatic.com/image/thumb/Video118/v4/79/f1/42/79f14228-c3b7-9fec-372c-64bef19d5d86/00602567725466_00031.crop.jpg/60x60bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Video118/v4/79/f1/42/79f14228-c3b7-9fec-372c-64bef19d5d86/00602567725466_00031.crop.jpg/100x100bb.jpg,19.99,notExplicit,32,USA,USD,2019-05-22T07:00:00Z,Pop,https://video-ssl.itunes.apple.com/itunes-assets/Video128/v4/32/a2/13/32a21383-7e17-e8ae-e0e0-bf6b78144fc0/mzvf_7037047804382233330.640x478.h264lc.U.p.m4v,,music-video,1441134703.0,The Beatles,The Beatles (Documentary),https://music.apple.com/us/music-video/the-beatles-documentary/1441134703?uo=4,https://is5-ssl.mzstatic.com/image/thumb/Video118/v4/79/f1/42/79f14228-c3b7-9fec-372c-64bef19d5d86/00602567725466_00031.crop.jpg/30x30bb.jpg,1.99,notExplicit,3.0,3.0,1.0,331490.0,,,,
45,track,136975,1441133180,The Beatles,The Beatles (The White Album),The Beatles (The White Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/everybodys-got-something-to-hide-except-me-and-my-monkey/1441133180?i=1441134192&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/100x100bb.jpg,19.99,notExplicit,13,USA,USD,1968-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/35/21/4f/35214f7d-ba15-e9d1-02c0-d342e3c1a242/mzaf_8771911246254417231.plus.aac.p.m4a,,song,1441134192.0,Everybody's Got Something to Hide Except Me and My Monkey,Everybody's Got Something to Hide Except Me and My Monkey,https://music.apple.com/us/album/everybodys-got-something-to-hide-except-me-and-my-monkey/1441133180?i=1441134192&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/30x30bb.jpg,1.29,notExplicit,3.0,2.0,4.0,144773.0,True,,,
